name,salary
Windham School District,"{""Teacher"":""$46,939 per year"",""Administrative Assistant"":""$2,339 per month"",""Educator"":""$54,783 per year""}"
Michaels,"{""Cashier"":""$11.65 per hour"",""Sales Associate"":""$10.52 per hour"",""Replenishment Associate"":""$11.42 per hour""}"
NextEra Energy,"{""Wind Turbine Technician"":""$55,266 per year"",""Senior Technician"":""$54,387 per year"",""Customer Service Representative"":""$12.47 per hour""}"
JetRide,{}
Carol Woods Continuous Care Retirement Community,{}
Hyatt,"{""Housekeeper"":""$11.21 per hour"",""Front Desk Agent"":""$12.65 per hour"",""Host/Hostess"":""$11.56 per hour""}"
Chesterbrook Academy,"{""Preschool Teacher"":""$30,660 per year"",""Lead Teacher"":""$36,951 per year"",""Teacher"":""$33,687 per year""}"
"UFP Industries, Inc.","{""Forklift Operator"":""$12.81 per hour"",""Assembler"":""$12.11 per hour"",""Laborer"":""$14.10 per hour""}"
"Everlight Solar, LLC.","{""Solar Installer"":""$23.17 per hour"",""Sales Representative"":""$82,821 per year"",""Energy Consultant"":""$128,680 per year""}"
Woodland Centers,"{""Nurse"":""$20.93 per hour"",""Mental Health Technician"":""$14.78 per hour"",""Qualified Professional"":""$22.03 per hour""}"
ACT (American Cable and Telephone),"{""Cable Technician"":""$49,311 per year"",""Technician"":""$13.97 per hour"",""Cable Installer"":""$49,616 per year""}"
SharkNinja,{}
IEWC,"{""Material Handler"":""$18.00 per hour"",""Machine Operator"":""$18.00 per hour""}"
McMenamins,"{""Line Cook"":""$14.58 per hour"",""Assistant Manager"":""$36,497 per year"",""Housekeeper"":""$13.81 per hour""}"
Christiana Care Health System,"{""Registered Nurse"":""$64,349 per year"",""Patient Care Technician"":""$35,819 per year"",""Administrative Assistant"":""$39,882 per year""}"
BMW,"{""Production Associate"":""$42,811 per year"",""Client Advisor"":""$56,882 per year"",""Technician"":""$50,712 per year""}"
Fidelis Elite Systems,"{""Inside Sales Representative"":""$15.00 per hour"",""Outside Sales Representative"":""$99,185 per year"",""Appointment Generator"":""$13.92 per hour""}"
"Engine Power Components, Inc.","{""CNC Machinist"":""$15.29 per hour"",""Material Handler"":""$14.21 per hour"",""Maintenance Technician"":""$16.32 per hour""}"
,{}
Mike Morse Law Firm,{}
New Century Hospice,"{""Registered Nurse Case Manager"":""$69,857 per year"",""Registered Nurse"":""$64,431 per year"",""Nursing Assistant"":""$13.16 per hour""}"
Arena Sports,"{""Referee"":""$15.72 per hour"",""Coach"":""$15.68 per hour"",""Soccer Coach"":""$14.87 per hour""}"
Blue Water Developmental Housing,"{""Technician"":""$10.88 per hour"",""Direct Support Professional"":""$11.57 per hour"",""Senior Technician"":""$11.13 per hour""}"
Leiters,"{""Manufacturing Technician"":""$16.00 per hour"",""Labeler"":""$16.00 per hour""}"
Fisher Investments,"{""Counselor"":""$86,374 per year"",""Associate"":""$100,262 per year"",""Account Executive"":""$48,309 per year""}"
"The americap Group, Inc.",{}
The College Board,"{""Director"":""$123,530 per year"",""Associate Director"":""$97,531 per year"",""Full Stack Developer"":""$101,963 per year""}"
Thoroughbred Fulfillment LLC,"{""Packer"":""$13.42 per hour"",""Assembler"":""$11.29 per hour""}"
Inspiro,"{""Customer Service Representative"":""$13.26 per hour"",""Technical Support"":""$13.83 per hour"",""Sales Representative"":""$40,742 per year""}"
"Long Island Spine Specialists, PC","{""Receptionist"":""$16.97 per hour"",""Medical Biller"":""$19.78 per hour"",""X-ray Technician"":""$32.55 per hour""}"
PROFESSIONAL SERVICES GROUP,"{""Supervisor"":""$12.64 per hour"",""Therapist"":""$22.27 per hour"",""Youth Worker"":""$15.86 per hour""}"
Green Project Inc.,{}
Velex,{}
SACRED JOURNEY HOSPICE,{}
Kings Pizza III Inc,{}
Boostability,"{""Customer Service Representative"":""$14.51 per hour"",""Content Writer"":""$12.41 per hour"",""Implementation Specialist"":""$11.89 per hour""}"
Spectrum Health Companies,{}
Sunrise Community,"{""Direct Support Professional"":""$10.60 per hour"",""Licensed Practical Nurse"":""$18.55 per hour"",""House Manager"":""$9.10 per hour""}"
"Texas Star Nut and Food Co., Inc.",{}
Chegg,"{""Tutor"":""$20.00 per hour"",""Warehouse Lead"":""$12.50 per hour"",""Test Preparation Tutor"":""$20.00 per hour""}"
North Texas Medical Center,{}
Frederick Community College,"{""Security Officer"":""$24.00 per hour"",""Childcare Provider"":""$13.52 per hour"",""Tutor"":""$13.04 per hour""}"
Fremont Bank,{}
Datamax Software Group,{}
Fazoli's,"{""Cashier"":""$8.19 per hour"",""Associate"":""$8.59 per hour"",""Associate Manager"":""$10.28 per hour""}"
The Lewis Partnership,{}
"Berkeys Air Conditioning, Plumbing & Electrical","{""Customer Service Representative"":""$15.46 per hour"",""HVAC Technician"":""$7,155 per month"",""Retail Sales Associate"":""$12.96 per hour""}"
Imperial Beverage,"{""Warehouse Worker"":""$13.06 per hour"",""Merchandiser"":""$12.20 per hour"",""Delivery Driver"":""$15.86 per hour""}"
LANDMARK OF LAKE CHARLES,"{""Nursing Assistant"":""$10.49 per hour"",""Licensed Practical Nurse"":""$19.42 per hour"",""Charge Nurse"":""$28.98 per hour""}"
Metro Health Hospital,"{""Medical Assistant"":""$14.47 per hour"",""Patient Services Representative"":""$14.97 per hour""}"
Family Matters In-Home Care,"{""Personal Assistant"":""$14.76 per hour"",""Caregiver"":""$15.53 per hour"",""In Home Caregiver"":""$14.90 per hour""}"
MEDELA,{}
Textron Aviation,"{""Sheet Metal Mechanic"":""$37,140 per year"",""Assembler"":""$14.41 per hour"",""Aircraft Mechanic"":""$22.05 per hour""}"
Garland Behavioral Hospital,{}
Nationwide Title Clearing,"{""Data Entry Clerk"":""$12.80 per hour"",""Clerk"":""$10.97 per hour"",""Auditor"":""$16.31 per hour""}"
Webbula,{}
Circa 21 Dinner Playhouse,{}
North Texas Orthopedics and Spine Center,"{""Medical Assistant"":""$12.67 per hour"",""Medical Scheduler"":""$13.32 per hour"",""Medical Receptionist"":""$13.96 per hour""}"
Post Consumer Brands,"{""Production Associate"":""$16.88 per hour"",""Maintenance Technician"":""$32.39 per hour"",""Production"":""$13.01 per hour""}"
Empereon Constar,"{""Customer Service Representative"":""$10.51 per hour"",""Sales Representative"":""$11.71 per hour"",""Technical Support Specialist"":""$10.47 per hour""}"
"Plant Essentials, Inc","{""Merchandiser"":""$9.98 per hour"",""Field Coordinator"":""$13.60 per hour"",""Vendor"":""$9.40 per hour""}"
Interfor,"{""Operator"":""$16.42 per hour"",""Millwright"":""$24.54 per hour"",""Production"":""$14.56 per hour""}"
NIC Inc.,{}
Adaptive Manufacturing,{}
CSC,"{""Customer Service Representative"":""$34,987 per year"",""Security Officer"":""$9.37 per hour"",""Event Staff"":""$10.43 per hour""}"
Torrid,"{""Sales Associate"":""$9.42 per hour"",""Retail Assistant Manager"":""$22,632 per year"",""Assistant Store Manager"":""$12.57 per hour""}"
CFCU Community Credit Union,{}
Sherloq Solutions,{}
CIOX Health,"{""Customer Service Representative"":""$15.27 per hour"",""Information Specialist"":""$28,270 per year"",""Specialist"":""$15.01 per hour""}"
Charlie's Produce,"{""Order Picker"":""$44,299 per year"",""Forklift Operator"":""$32,907 per year"",""Truck Driver"":""$62,780 per year""}"
Landry's Seafood House,{}
TANKERSLEY FOOD SERVICE,"{""Order Picker"":""$13.42 per hour"",""Truck Driver"":""$19.00 per hour"",""Local Driver"":""$19.98 per hour""}"
Sclafani Petroleum Inc,{}
"City of Delaware, Ohio",{}
Sonoma State University,"{""Instructor"":""$40.00 per hour"",""Senior Administrative Assistant"":""$3,262 per month"",""Early Childhood Teacher"":""$2,847 per month""}"
ACI Worldwide,"{""Customer Service Representative"":""$26,681 per year"",""Senior Software Engineer"":""$126,490 per year"",""Principal Consultant"":""$162,868 per year""}"
Vallen,"{""Tool Crib Attendant"":""$38,952 per year"",""Buyer"":""$46,805 per year"",""Warehouse Worker"":""$34,556 per year""}"
Arkansas Myriad,"{""Accountant"":""$54,001 per year"",""Fabricator"":""$24.52 per hour"",""Project Manager"":""$69,210 per year""}"
Pacific Residential Mortgage,{}
UTZ Quality Foods,"{""Route Sales Representative"":""$49,365 per year"",""Packer"":""$12.69 per hour"",""Machine Operator"":""$16.72 per hour""}"
Something Greek,"{""Customer Service Representative"":""$12.80 per hour"",""Graphic Artist"":""$14.56 per hour"",""Screen Printer"":""$14.16 per hour""}"
Acme Corrugated Box Co,{}
WelbeHealth,{}
Everbrook Academy,"{""Lead Teacher"":""$14.70 per hour"",""Preschool Teacher"":""$14.47 per hour"",""Assistant Teacher"":""$12.62 per hour""}"
OutboundEngine,"{""Account Executive"":""$48,856 per year"",""Customer Success Manager"":""$63,287 per year""}"
American Health Communities,"{""Nursing Assistant"":""$12.20 per hour"",""Charge Nurse"":""$40,232 per year"",""Housekeeper"":""$27,630 per year""}"
"American Regent, Inc.","{""Compounder"":""$19.30 per hour"",""Operator"":""$18.61 per hour"",""Packer"":""$14.74 per hour""}"
Jennie-O Turkey Store,"{""Production Worker"":""$30,509 per year"",""Quality Assurance Technician"":""$15.14 per hour"",""Laborer"":""$33,728 per year""}"
MidFirst Bank,"{""Teller"":""$14.32 per hour"",""Specialist"":""$14.94 per hour"",""Personal Banker"":""$36,708 per year""}"
"Equashield, LLC",{}
Five Guys,"{""Crew Member"":""$11.49 per hour"",""Cashier"":""$10.15 per hour"",""Cook"":""$10.57 per hour""}"
South Bend Community School Corporation,"{""Bus Driver"":""$17.68 per hour"",""Substitute Teacher"":""$78.13 per day"",""Special Education Teacher"":""$11.34 per hour""}"
Cox Automotive,"{""Driver"":""$10.86 per hour"",""Customer Service Representative"":""$57,597 per year"",""Customer Solutions Specialist"":""$68,339 per year""}"
Epigentek,"{""Laboratory Technician"":""$30,984 per year"",""Logistics Assistant"":""$15.07 per hour"",""Receptionist/Administrative Assistant"":""$30,222 per year""}"
Xcell Orthopaedics,"{""Front Office Manager"":""$9.58 per hour"",""Physical Therapy Aide"":""$9.41 per hour"",""Physical Therapist"":""$82,191 per year""}"
"Excel Construction Services, Inc.",{}
"Grassi & Co., CPA's P.C",{}
San Jacinto College,"{""Administrative Assistant"":""$27,695 per year"",""Professor"":""$64,121 per year"",""Laboratory Assistant"":""$8.69 per hour""}"
AMERICAN Innovation,{}
"Sunshine Home Health Care II, Inc","{""Registered Nurse"":""$88.20 per hour"",""Physical Therapist"":""$63,311 per year"",""Occupational Therapist"":""$89.74 per hour""}"
SYNQ3 Restaurant Solutions,"{""Orderly"":""$10.33 per hour"",""Customer Service Representative"":""$10.36 per hour"",""Call Center Representative"":""$8.90 per hour""}"
"Shwinco Architectural Products, LLC",{}
VIP Automotive Group of Long Island,{}
PARX CASINO,"{""Casino Dealer"":""$21.98 per hour"",""Security Officer"":""$12.44 per hour"",""Support Specialist"":""$18.00 per hour""}"
Maryvale,"{""Residential Counselor"":""$14.63 per hour"",""Preschool Teacher"":""$15.00 per hour"",""Mental Health Technician"":""$21.31 per hour""}"
Regis University,"{""Admission Counselor"":""$19.39 per hour"",""Campus Safety Officer"":""$17.44 per hour"",""Administrative Assistant"":""$16.62 per hour""}"
Jeff Wyler Automotive Family,"{""Sales Consultant"":""$600 per week"",""Sales Representative"":""$88,205 per year"",""Sales Manager"":""$101,062 per year""}"
Largo Medical Center,"{""Registered Nurse"":""$54,760 per year"",""Registered Nurse - Medical/Surgical"":""$55,980 per year"",""Housekeeper"":""$9.10 per hour""}"
Swagelok,"{""Machine Operator"":""$13.98 per hour"",""Assembler"":""$11.44 per hour"",""CNC Machinist"":""$42,529 per year""}"
Chicago Cardiology Institute,{}
Becoming Independent,"{""Coach"":""$14.59 per hour"",""Facilitator"":""$17.00 per hour"",""Developer"":""$13.34 per hour""}"
Gremark Technologies Inc,{}
Tezak Heavy Equipment,{}
Toledo Tool & Die Company,"{""Press Operator"":""$15.19 per hour"",""Forklift Operator"":""$27,387 per year"",""CMM Operator"":""$20.13 per hour""}"
Labor Finders,"{""Laborer"":""$11.42 per hour"",""Construction Worker"":""$12.44 per hour"",""Flagger"":""$11.14 per hour""}"
All Natural Tree Experts,{}
Roper St. Francis Healthcare,"{""Registered Nurse"":""$53,875 per year"",""Patient Care Technician"":""$13.81 per hour""}"
Adams Homes,"{""Administrative Assistant"":""$26,489 per year"",""New Home Sales Consultant"":""$24,845 per year""}"
Dakota Boys and Girls Ranch,"{""Youth Worker"":""$13.94 per hour"",""Sales Associate"":""$9.99 per hour"",""Driver"":""$13.00 per hour""}"
Best Logistics Technology Inc.,{}
"Summit Medical Group, P.L.L.C.",{}
Shari's Cafe and Pies,"{""Server"":""$12.29 per hour"",""Dishwasher"":""$12.45 per hour"",""Assistant Manager"":""$42,293 per year""}"
Weller Truck Parts,"{""Mechanic"":""$15.90 per hour"",""Receiving Associate"":""$14.50 per hour"",""Manufacturing Associate"":""$15.08 per hour""}"
Heirloom Property Management,"{""Senior Property Manager"":""$59,487 per year"",""Housekeeper"":""$13.96 per hour"",""Property Manager"":""$41,584 per year""}"
HH Global,{}
jamf,"{""Technical Support"":""$50,257 per year"",""Senior Software Engineer"":""$135,949 per year"",""Sales Representative"":""$47,917 per year""}"
Organix Recycling,"{""Driver"":""$61,548 per year"",""Truck Driver"":""$21.45 per hour"",""Laborer"":""$13.25 per hour""}"
DRÄXLMAIER Group,"{""Forklift Operator"":""$16.11 per hour"",""Supervisor"":""$69,881 per year""}"
Sysco,"{""Order Picker"":""$52,615 per year"",""Marketing Associate"":""$55,985 per year"",""Delivery Driver"":""$73,198 per year""}"
Willow Tree,{}
"D&W Diesel, Inc",{}
Freighters Eatery & Taproom,"{""Line Cook"":""$13.42 per hour"",""Dishwasher"":""$10.85 per hour"",""Host/Hostess"":""$10.47 per hour""}"
Bering Straits Native Corporation,{}
"Horne Brothers Construction, Inc.",{}
Air Wisconsin Airlines,"{""Passenger Service Agent"":""$9.32 per hour"",""Flight Attendant"":""$25,863 per year"",""First Officer"":""$36.96 per hour""}"
Crestwood Day Camp & School,"{""Swim Instructor"":""$1,877 per month"",""Instructor"":""$1,940 per month"",""Photographer"":""$12.81 per hour""}"
Applied Information Sciences,"{""Consultant"":""$105,631 per year"",""Software Architect"":""$155,420 per year"",""Data Engineer"":""$125,205 per year""}"
Priority1,"{""Territory Manager"":""$59,815 per year"",""Outside Sales Representative"":""$62,562 per year"",""Territory Sales"":""$65,147 per year""}"
Ventura Manufacturing,{}
Lutheran Social Services of Illinois,"{""Child Welfare Specialist"":""$43,806 per year"",""Case Worker"":""$32,586 per year""}"
Kindred Healthcare,"{""Nursing Assistant"":""$12.69 per hour"",""Registered Nurse"":""$65,170 per year"",""Physical Therapist Assistant"":""$48,971 per year""}"
Walpole Outdoors,"{""Outside Sales Representative"":""$58,015 per year"",""Foreman"":""$21.22 per hour"",""Sales Associate"":""$13.86 per hour""}"
Acreage Holdings,{}
"Bonney Plumbing, Electrical, Heating & Air","{""Plumbing Technician"":""$21.36 per hour"",""Customer Service Representative"":""$15.26 per hour"",""HVAC Installer"":""$26.88 per hour""}"
Compleat Rehab and Sports Therapy/Kare Partners,{}
Highland-Clarksburg Hospital,{}
V2 Logistics,"{""Inside Sales Representative"":""$68,541 per year"",""Logistic Coordinator"":""$20.60 per hour""}"
Diamond Healthcare Corporation,"{""Patient Care Technician"":""$35,814 per year"",""Mental Health Technician"":""$12.98 per hour"",""Psychiatrist"":""$40,000 per year""}"
DomAdi's Deli,"{""Sandwich Maker"":""$12.79 per hour"",""Prep Cook"":""$12.39 per hour""}"
"Cornerstone Services, Inc.",{}
City of Lenexa,"{""Lifeguard"":""$9.68 per hour"",""Fitness Instructor"":""$24.12 per hour"",""Maintenance Person"":""$14.90 per hour""}"
Austin Powder,{}
Troon,"{""Groundskeeper"":""$11.55 per hour"",""Maintenance Person"":""$10.25 per hour""}"
"Deltek, Inc.","{""Research Analyst"":""$57,913 per year"",""Sales Representative"":""$50,615 per year"",""Software Engineer"":""$104,460 per year""}"
C3 Hotel & Convention Center,{}
Witmer Public Safety Group,{}
Centers Health Care,"{""Nursing Assistant"":""$12.98 per hour"",""Licensed Practical Nurse"":""$26.58 per hour"",""Assistant Controller"":""$46,667 per year""}"
Western General Insurance,"{""Claims Manager"":""$67,980 per year"",""Claims Analyst"":""$20.68 per hour"",""Administrative Assistant"":""$15.71 per hour""}"
,{}
"Trim-Rite, Inc.",{}
SugarCRM,"{""Business Development Representative"":""$59,851 per year"",""Senior Software Engineer"":""$160,325 per year"",""Software Engineer"":""$114,201 per year""}"
U.S. Xpress,"{""Truck Driver"":""$150 per day"",""Driver"":""$1,820 per week"",""Company Driver"":""$1,047 per week""}"
Aurora University,{}
Chen Senior Medical Center,{}
Campers Inn RV,"{""Service Advisor"":""$46,607 per year"",""Receptionist"":""$11.39 per hour""}"
Daycon Products,"{""Repair Technician"":""$18.55 per hour"",""Retail Assistant Manager"":""$31,996 per year"",""Order Picker"":""$14.50 per hour""}"
